
language,filename,blank,comment,code,"github.com/AlDanial/cloc v 1.88  T=1.44 s (858.9 files/s, 115777.5 lines/s)"
TypeScript,./walter-client/packages/uicommon/src/chat/CopyTranscriptButton/CopyTranscriptButton.tsx,4,0,76
TypeScript,./walter-client/packages/uicommon/src/components/AgentAndTeamSelect/Container.tsx,3,1,76
TypeScript,./walter-client/packages/uicommon/src/components/AgentAndTeamSelect/TeamEditModal/insert-agents-into-team.gql.ts,5,0,76
Python,./walter-server/bin/run-audio.py,21,6,76
Python,./walter-server/walter_tornado/amazon_s3.py,24,22,76
TypeScript,./walter-client/packages/uicommon/src/chat/MessageWindow/ScrollContainer.tsx,6,2,75
TypeScript,./walter-client/src/pages/Login/LoginForm.tsx,4,1,75
TypeScript,./walter-client/packages/ai-director/src/pages/VisualCallFlowEditor/WidgetTemplateRouter.tsx,5,3,74
TypeScript,./walter-client/src/components/Transcript/TranscriptMessage.tsx,8,0,74
TypeScript,./cronjobs/AgentProgression/src/populateShouldDoBehavior.ts,10,0,73
Python,./walter-server/bin/utils/users.py,14,21,73
Python,./integrations/event-broker/bin/create-five9-connectors.py,11,20,72
HTML,./integrations/zoom/daemon/zoom-web-app/meeting.html,1,0,72
TypeScript,./walter-client/packages/ai-director/src/components/DateRangePicker/DateRangeProvider.tsx,9,1,72
TypeScript,./walter-client/src/components/Chat/Callflow/StageNavigatorButtons.tsx,6,0,72
TypeScript,./walter-client/packages/ai-director/src/pages/ClosedConversationDetails/TopBar/Container.tsx,10,1,71
TypeScript,./walter-client/packages/ai-director/src/pages/VisualCallFlowEditor/CallFlowsState.tsx,10,0,71
JavaScript,./db/migrations/console.js,11,4,70
TypeScript,./walter-client/packages/ai-director/src/components/ChatDurationFilter/View.tsx,7,1,70
TypeScript,./walter-client/packages/uicommon/src/chat/PendingMessages/__tests__/PendingMessages.test.tsx,1,0,70
TypeScript,./walter-client/src/components/Chat/AgentUX.tsx,5,0,70
Python,./walter-server/bin/evaluate-pii.py,19,18,70
Python,./walter-server/tests/test_google_transcribe.py,15,0,70
TypeScript,./walter-client/packages/ai-director/src/pages/ActionsPage/TriggerEditMenu/update-trigger.gql.ts,4,0,69
TypeScript,./walter-client/packages/ai-director/src/pages/IntentsQAPage/AudioRecorder.tsx,5,0,69
TypeScript,./walter-client/packages/uicommon/src/components/VisitInfoCollapse/PersonalInfo.tsx,4,0,69
Python,./walter-server/walter_tornado/amazon_connect_call.py,11,10,69
Python,./walter-server/walter_tornado/speech_recognition/amazon_transcriber.py,13,5,69
TypeScript,./walter-client/packages/ai-director/src/pages/ClosedConversationDetails/ChatList/View.tsx,2,0,68
TypeScript,./walter-client/packages/ai-director/src/pages/ConversationDetails/TopBar/View.tsx,6,0,68
TypeScript,./walter-client/packages/ai-director/src/pages/VisualCallFlowEditor/CallFlowSelector.tsx,6,0,68
TypeScript,./walter-client/src/components/Chat/Callflow/FlowBar/FlowBar.tsx,6,0,68
Python,./bin/good-intent/apply_hyperparams.py,16,0,67
JSON,./experimental/kb/tsconfig.json,7,0,67
HTML,./walter-client/callflows/cresta_1800.html,0,0,67
TypeScript,./walter-client/packages/ai-director/src/pages/ConversationDetails/TopBar/Container.tsx,9,1,67
TypeScript,./walter-client/packages/uicommon/src/chat/MessageBubble/Styled.tsx,9,6,67
CSS,./walter-client/src/components/Chat/Callflow/FlowBar/flowbar.css,10,0,67
TypeScript,./walter-client/packages/ai-director/src/pages/AgentProgression/queries/agent-behaviors.gql.ts,7,0,66
JSON,./bin/good-intent/hyperparams/earthlink.json,0,0,65
TypeScript,./walter-client/packages/ai-director/src/pages/AgentProgression/ChatsListDrawer/ChatWithAudio.tsx,4,1,65
TypeScript,./walter-client/src/components/Chat/Hints/Hints.tsx,9,4,65
Python,./walter-server/bin/utils/voci_transcribe.py,16,0,65
JSON,./integrations/cisco-cti/tsconfig.json,7,0,64
Jupyter Notebook,./notebooks/PlayingWithEmbeddings.ipynb,0,141,64
TypeScript,./walter-client/packages/ai-director/src/components/WidgetTemplateSearch/Container.tsx,6,3,64
TypeScript,./walter-client/packages/ai-director/src/pages/IntentsQAPage/GPT3Creator.tsx,8,2,64
TypeScript,./walter-client/src/netlify-functions/login-function/handler.ts,12,8,64
Markdown,./walter-server/bin/wav2lines/README.md,19,0,64
JSON,./ai-agent/tsconfig.json,5,0,63
TypeScript,./walter-client/packages/ai-director/src/components/HighlightedMessageNavigator/HighlightNavigatorView.tsx,7,0,63
TypeScript,./walter-client/packages/ai-director/src/components/NewBehaviorLabelSelector/NewBehaviorLabelSelector.tsx,6,0,63
TypeScript,./walter-client/packages/ai-director/src/pages/IntentsQAPage/SearchMessagesInChats.tsx,5,0,63
TypeScript,./walter-client/packages/ai-director/src/pages/VisualCallFlowEditor/TitleWrapper.tsx,11,0,63
TypeScript,./walter-client/src/components/Notes/Note.tsx,6,0,63
Python,./walter-server/bin/wav2lines/recognize-google.py,23,3,63
Python,./walter-server/walter_tornado/endpoint_handlers/utils/websocket.py,13,5,63
TypeScript,./walter-client/packages/ai-director/src/components/CustomerTypeFilter/CustomerTypeSelectButtons.tsx,5,0,62
TypeScript,./walter-client/src/components/Chat/StatusIndicator.tsx,4,0,62
JSON,./cronjobs/AgentProgression/tsconfig.json,5,0,61
TypeScript,./walter-client/packages/ai-director/src/pages/ActionsPage/Container.tsx,4,0,61
TypeScript,./walter-client/packages/ai-director/src/pages/ActionsPage/TriggerEditMenu/TriggerEditMenu.tsx,4,0,61
TypeScript,./walter-client/packages/uicommon/src/chat/MessageWindow/chat-messages.gql.ts,6,1,61
TypeScript,./walter-client/src/UsedWidgetsProvider/UsedWidgetsProvider.tsx,5,0,61
XML,./windows/audiograb/build/audiograb_napi.vcxproj.filters,0,0,61
Python,./integrations/event-broker/event_broker/connectors/five9_webconnector.py,21,0,60
TypeScript,./walter-client/packages/ai-director/src/pages/AgentProgression/HeatMap/XLabels.tsx,5,3,60
